"Repeat(Date)","Algae","Well_ID","Larvae","Number of Symbionts","Time_post_infection"
"IV","SSB01","SIV3",20,11,"3"
"IV","SSB01","SIV3",21,6,"3"
"IV","SSB01","SIV3",22,13,"3"
"IV","SSB01","SIV3",23,2,"3"
"IV","SSB01","SIV3",24,0,"3"
"IV","SSB01","SIV3",25,0,"3"
"IV","SSB01","SIV3",26,0,"3"
"IV","SSB01","SIV3",27,6,"3"
"IV","SSB01","SIV3",28,6,"3"
"IV","SSB01","SIV3",29,3,"3"
"IV","SSB01","SIV3",30,10,"3"
"IV","SSB01","SIV3",31,14,"3"
"IV","SSB01","SIV3",32,0,"3"
"IV","SSB01","SIV3",33,2,"3"
"IV","SSB01","SIV3",34,0,"3"
"IV","SSB01","SIV3",35,15,"3"
"IV","SSB01","SIV3",36,1,"3"
"IV","SSB01","SIV3",37,0,"3"
"IV","SSB01","SIV3",38,2,"3"
"IV","SSB01","SIV3",39,0,"3"
"IV","SSB01","SIV3",40,0,"3"
"IV","SSB01","SIV3",41,2,"3"
"IV","SSB01","SIV3",42,10,"3"
"IV","SSB01","SIV3",43,1,"3"
"IV","SSB01","SIV3",44,4,"3"
"IV","SSB01","SIV3",45,16,"3"
"IV","SSB01","SIV3",46,10,"3"
"IV","SSB01","SIV3",47,8,"3"
"IV","SSB01","SIV3",48,10,"3"
"IV","SSB01","SIV3",49,10,"3"
"IV","SSB01","SIV3",50,3,"3"
"V","SSB01","SV3",1,3,"3"
"V","SSB01","SV3",2,4,"3"
"V","SSB01","SV3",3,5,"3"
"V","SSB01","SV3",4,2,"3"
"V","SSB01","SV3",5,0,"3"
"V","SSB01","SV3",6,0,"3"
"V","SSB01","SV3",7,0,"3"
"V","SSB01","SV3",8,0,"3"
"V","SSB01","SV3",9,0,"3"
"V","SSB01","SV3",10,0,"3"
"V","SSB01","SV3",11,2,"3"
"V","SSB01","SV3",12,2,"3"
"V","SSB01","SV3",13,0,"3"
"V","SSB01","SV3",14,0,"3"
"V","SSB01","SV3",15,10,"3"
"V","SSB01","SV3",16,1,"3"
"V","SSB01","SV3",17,4,"3"
"V","SSB01","SV3",18,4,"3"
"V","SSB01","SV3",19,3,"3"
"V","SSB01","SV3",20,10,"3"
"V","SSB01","SV3",21,3,"3"
"V","SSB01","SV3",22,6,"3"
"V","SSB01","SV3",23,2,"3"
"V","SSB01","SV3",24,0,"3"
"V","SSB01","SV3",25,0,"3"
"V","SSB01","SV3",26,0,"3"
"V","SSB01","SV3",27,11,"3"
"V","SSB01","SV3",28,11,"3"
"V","SSB01","SV3",29,0,"3"
"V","SSB01","SV3",30,0,"3"
"V","SSB01","SV3",31,0,"3"
"V","SSB01","SV3",32,2,"3"
"V","SSB01","SV3",33,0,"3"
"V","SSB01","SV3",34,10,"3"
"V","SSB01","SV3",35,0,"3"
"V","SSB01","SV3",36,0,"3"
"V","SSB01","SV3",37,2,"3"
"V","SSB01","SV3",38,0,"3"
"V","SSB01","SV3",39,3,"3"
"V","SSB01","SV3",40,0,"3"
"V","SSB01","SV3",41,3,"3"
"V","SSB01","SV3",42,1,"3"
"V","SSB01","SV3",43,0,"3"
"V","SSB01","SV3",44,0,"3"
"V","SSB01","SV3",45,0,"3"
"V","SSB01","SV3",46,0,"3"
"V","SSB01","SV3",47,0,"3"
"V","SSB01","SV3",48,0,"3"
"V","SSB01","SV3",49,0,"3"
"V","SSB01","SV3",50,0,"3"
"I","M. gaditana","MI3",1,3,"3"
"I","M. gaditana","MI3",2,0,"3"
"I","M. gaditana","MI3",3,0,"3"
"I","M. gaditana","MI3",4,2,"3"
"I","M. gaditana","MI3",5,1,"3"
"I","M. gaditana","MI3",6,0,"3"
"I","M. gaditana","MI3",7,0,"3"
"I","M. gaditana","MI3",8,0,"3"
"I","M. gaditana","MI3",9,0,"3"
"I","M. gaditana","MI3",10,1,"3"
"I","M. gaditana","MI3",11,2,"3"
"I","M. gaditana","MI3",12,0,"3"
"I","M. gaditana","MI3",13,0,"3"
"I","M. gaditana","MI3",14,0,"3"
"I","M. gaditana","MI3",15,1,"3"
"I","M. gaditana","MI3",16,1,"3"
"I","M. gaditana","MI3",17,0,"3"
"I","M. gaditana","MI3",18,1,"3"
"I","M. gaditana","MI3",19,0,"3"
"I","M. gaditana","MI3",20,0,"3"
"I","M. gaditana","MI3",21,2,"3"
"I","M. gaditana","MI3",22,3,"3"
"I","M. gaditana","MI3",23,0,"3"
"I","M. gaditana","MI3",24,1,"3"
"I","M. gaditana","MI3",25,1,"3"
"I","M. gaditana","MI3",26,0,"3"
"I","M. gaditana","MI3",27,0,"3"
"I","M. gaditana","MI3",28,5,"3"
"I","M. gaditana","MI3",29,0,"3"
"I","M. gaditana","MI3",30,0,"3"
"I","M. gaditana","MI3",31,2,"3"
"I","M. gaditana","MI3",32,1,"3"
"I","M. gaditana","MI3",33,0,"3"
"I","M. gaditana","MI3",34,0,"3"
"I","M. gaditana","MI3",35,1,"3"
"I","M. gaditana","MI3",36,0,"3"
"I","M. gaditana","MI3",37,11,"3"
"I","M. gaditana","MI3",38,0,"3"
"I","M. gaditana","MI3",39,0,"3"
"I","M. gaditana","MI3",40,0,"3"
"I","M. gaditana","MI3",41,0,"3"
"I","M. gaditana","MI3",42,1,"3"
"I","M. gaditana","MI3",43,1,"3"
"I","M. gaditana","MI3",44,2,"3"
"I","M. gaditana","MI3",45,0,"3"
"I","M. gaditana","MI3",46,0,"3"
"I","M. gaditana","MI3",47,0,"3"
"I","M. gaditana","MI3",48,0,"3"
"I","M. gaditana","MI3",49,4,"3"
"I","M. gaditana","MI3",50,0,"3"
"II","M. gaditana","MII3",1,1,"3"
"II","M. gaditana","MII3",2,0,"3"
"II","M. gaditana","MII3",3,0,"3"
"II","M. gaditana","MII3",4,0,"3"
"II","M. gaditana","MII3",5,0,"3"
"II","M. gaditana","MII3",6,0,"3"
"II","M. gaditana","MII3",7,1,"3"
"II","M. gaditana","MII3",8,0,"3"
"II","M. gaditana","MII3",9,1,"3"
"II","M. gaditana","MII3",10,0,"3"
"II","M. gaditana","MII3",11,0,"3"
"II","M. gaditana","MII3",12,0,"3"
"II","M. gaditana","MII3",13,2,"3"
"II","M. gaditana","MII3",14,0,"3"
"II","M. gaditana","MII3",15,0,"3"
"II","M. gaditana","MII3",16,0,"3"
"II","M. gaditana","MII3",17,1,"3"
"II","M. gaditana","MII3",18,0,"3"
"II","M. gaditana","MII3",19,1,"3"
"II","M. gaditana","MII3",20,0,"3"
"II","M. gaditana","MII3",21,0,"3"
"II","M. gaditana","MII3",22,0,"3"
"II","M. gaditana","MII3",23,2,"3"
"II","M. gaditana","MII3",24,1,"3"
"II","M. gaditana","MII3",25,0,"3"
"II","M. gaditana","MII3",26,0,"3"
"II","M. gaditana","MII3",27,1,"3"
"II","M. gaditana","MII3",28,0,"3"
"II","M. gaditana","MII3",29,0,"3"
"II","M. gaditana","MII3",30,0,"3"
"II","M. gaditana","MII3",31,1,"3"
"II","M. gaditana","MII3",32,0,"3"
"II","M. gaditana","MII3",33,0,"3"
"II","M. gaditana","MII3",34,0,"3"
"II","M. gaditana","MII3",35,0,"3"
"II","M. gaditana","MII3",36,0,"3"
"II","M. gaditana","MII3",37,0,"3"
"III","M. gaditana","MIII3",1,1,"3"
"III","M. gaditana","MIII3",2,2,"3"
"III","M. gaditana","MIII3",3,0,"3"
"III","M. gaditana","MIII3",4,0,"3"
"III","M. gaditana","MIII3",5,2,"3"
"III","M. gaditana","MIII3",6,0,"3"
"III","M. gaditana","MIII3",7,1,"3"
"III","M. gaditana","MIII3",8,0,"3"
"III","M. gaditana","MIII3",9,1,"3"
"III","M. gaditana","MIII3",10,2,"3"
"III","M. gaditana","MIII3",11,1,"3"
"III","M. gaditana","MIII3",12,0,"3"
"III","M. gaditana","MIII3",13,2,"3"
"III","M. gaditana","MIII3",14,1,"3"
"III","M. gaditana","MIII3",15,1,"3"
"III","M. gaditana","MIII3",16,3,"3"
"III","M. gaditana","MIII3",17,0,"3"
"III","M. gaditana","MIII3",18,1,"3"
"III","M. gaditana","MIII3",19,0,"3"
"III","M. gaditana","MIII3",20,0,"3"
"III","M. gaditana","MIII3",21,0,"3"
"III","M. gaditana","MIII3",22,1,"3"
"III","M. gaditana","MIII3",23,0,"3"
"III","M. gaditana","MIII3",24,0,"3"
"IV","M. gaditana","MIV3",1,12,"3"
"IV","M. gaditana","MIV3",2,0,"3"
"IV","M. gaditana","MIV3",3,3,"3"
"IV","M. gaditana","MIV3",4,1,"3"
"IV","M. gaditana","MIV3",5,0,"3"
"IV","M. gaditana","MIV3",6,0,"3"
"IV","M. gaditana","MIV3",7,0,"3"
"IV","M. gaditana","MIV3",8,0,"3"
"IV","M. gaditana","MIV3",9,0,"3"
"IV","M. gaditana","MIV3",10,0,"3"
"IV","M. gaditana","MIV3",11,0,"3"
"IV","M. gaditana","MIV3",12,0,"3"
"IV","M. gaditana","MIV3",13,2,"3"
"IV","M. gaditana","MIV3",14,2,"3"
"IV","M. gaditana","MIV3",15,0,"3"
"IV","M. gaditana","MIV3",16,1,"3"
"IV","M. gaditana","MIV3",17,0,"3"
"IV","M. gaditana","MIV3",18,0,"3"
"IV","M. gaditana","MIV3",19,0,"3"
"IV","M. gaditana","MIV3",20,3,"3"
"IV","M. gaditana","MIV3",21,0,"3"
"IV","M. gaditana","MIV3",22,0,"3"
"IV","M. gaditana","MIV3",23,0,"3"
"IV","M. gaditana","MIV3",24,0,"3"
"IV","M. gaditana","MIV3",25,0,"3"
"IV","M. gaditana","MIV3",26,0,"3"
"IV","M. gaditana","MIV3",27,1,"3"
"IV","M. gaditana","MIV3",28,0,"3"
"IV","M. gaditana","MIV3",29,0,"3"
"IV","M. gaditana","MIV3",30,1,"3"
"IV","M. gaditana","MIV3",31,0,"3"
"IV","M. gaditana","MIV3",32,1,"3"
"IV","M. gaditana","MIV3",33,0,"3"
"IV","M. gaditana","MIV3",34,0,"3"
"IV","M. gaditana","MIV3",35,2,"3"
"IV","M. gaditana","MIV3",36,0,"3"
"IV","M. gaditana","MIV3",37,1,"3"
"IV","M. gaditana","MIV3",38,0,"3"
"IV","M. gaditana","MIV3",39,2,"3"
"IV","M. gaditana","MIV3",40,0,"3"
"IV","M. gaditana","MIV3",41,5,"3"
"IV","M. gaditana","MIV3",42,0,"3"
"IV","M. gaditana","MIV3",43,0,"3"
"IV","M. gaditana","MIV3",44,0,"3"
"IV","M. gaditana","MIV3",45,0,"3"
"IV","M. gaditana","MIV3",46,0,"3"
"IV","M. gaditana","MIV3",47,2,"3"
"IV","M. gaditana","MIV3",48,0,"3"
"IV","M. gaditana","MIV3",49,0,"3"
"IV","M. gaditana","MIV3",50,0,"3"
"V","M. gaditana","MV3",1,1,"3"
"V","M. gaditana","MV3",2,2,"3"
"V","M. gaditana","MV3",3,1,"3"
"V","M. gaditana","MV3",4,3,"3"
"V","M. gaditana","MV3",5,3,"3"
"V","M. gaditana","MV3",6,0,"3"
"V","M. gaditana","MV3",7,0,"3"
"V","M. gaditana","MV3",8,3,"3"
"V","M. gaditana","MV3",9,2,"3"
"V","M. gaditana","MV3",10,1,"3"
"V","M. gaditana","MV3",11,1,"3"
"V","M. gaditana","MV3",12,1,"3"
"V","M. gaditana","MV3",13,0,"3"
"V","M. gaditana","MV3",14,1,"3"
"V","M. gaditana","MV3",15,0,"3"
"V","M. gaditana","MV3",16,0,"3"
"V","M. gaditana","MV3",17,0,"3"
"V","M. gaditana","MV3",18,0,"3"
"V","M. gaditana","MV3",19,0,"3"
"V","M. gaditana","MV3",20,0,"3"
"V","M. gaditana","MV3",21,0,"3"
"V","M. gaditana","MV3",22,0,"3"
"V","M. gaditana","MV3",23,0,"3"
"V","M. gaditana","MV3",24,0,"3"
"V","M. gaditana","MV3",25,0,"3"
"V","M. gaditana","MV3",26,0,"3"
"V","M. gaditana","MV3",27,0,"3"
"V","M. gaditana","MV3",28,0,"3"
"V","M. gaditana","MV3",29,0,"3"
"V","M. gaditana","MV3",30,0,"3"
"V","M. gaditana","MV3",31,0,"3"
"V","M. gaditana","MV3",32,0,"3"
"V","M. gaditana","MV3",33,0,"3"
"V","M. gaditana","MV3",34,0,"3"
"V","M. gaditana","MV3",35,0,"3"
"V","M. gaditana","MV3",36,0,"3"
"V","M. gaditana","MV3",37,0,"3"
"V","M. gaditana","MV3",38,0,"3"
"V","M. gaditana","MV3",39,0,"3"
"V","M. gaditana","MV3",40,0,"3"
"V","M. gaditana","MV3",41,0,"3"
"V","M. gaditana","MV3",42,0,"3"
"V","M. gaditana","MV3",43,0,"3"
"V","M. gaditana","MV3",44,0,"3"
"V","M. gaditana","MV3",45,0,"3"
"V","M. gaditana","MV3",46,0,"3"
"V","M. gaditana","MV3",47,0,"3"
"V","M. gaditana","MV3",48,0,"3"
"V","M. gaditana","MV3",49,0,"3"
"V","M. gaditana","MV3",50,0,"3"
"I","N. oculata","NI3",1,0,"3"
"I","N. oculata","NI3",2,1,"3"
"I","N. oculata","NI3",3,0,"3"
"I","N. oculata","NI3",4,0,"3"
"I","N. oculata","NI3",5,0,"3"
"I","N. oculata","NI3",6,0,"3"
"I","N. oculata","NI3",7,0,"3"
"I","N. oculata","NI3",8,0,"3"
"I","N. oculata","NI3",9,0,"3"
"I","N. oculata","NI3",10,0,"3"
"I","N. oculata","NI3",11,0,"3"
"I","N. oculata","NI3",12,0,"3"
"I","N. oculata","NI3",13,0,"3"
"I","N. oculata","NI3",14,0,"3"
"I","N. oculata","NI3",15,0,"3"
"I","N. oculata","NI3",16,0,"3"
"I","N. oculata","NI3",17,1,"3"
"I","N. oculata","NI3",18,0,"3"
"I","N. oculata","NI3",19,7,"3"
"I","N. oculata","NI3",20,0,"3"
"I","N. oculata","NI3",21,0,"3"
"I","N. oculata","NI3",22,0,"3"
"I","N. oculata","NI3",23,2,"3"
"I","N. oculata","NI3",24,0,"3"
"I","N. oculata","NI3",25,0,"3"
"I","N. oculata","NI3",26,0,"3"
"I","N. oculata","NI3",27,0,"3"
"I","N. oculata","NI3",28,0,"3"
"I","N. oculata","NI3",29,0,"3"
"I","N. oculata","NI3",30,0,"3"
"I","N. oculata","NI3",31,0,"3"
"I","N. oculata","NI3",32,0,"3"
"I","N. oculata","NI3",33,0,"3"
"I","N. oculata","NI3",34,0,"3"
"I","N. oculata","NI3",35,0,"3"
"I","N. oculata","NI3",36,0,"3"
"I","N. oculata","NI3",37,0,"3"
"I","N. oculata","NI3",38,0,"3"
"I","N. oculata","NI3",39,0,"3"
"I","N. oculata","NI3",40,0,"3"
"I","N. oculata","NI3",41,0,"3"
"I","N. oculata","NI3",42,0,"3"
"I","N. oculata","NI3",43,0,"3"
"I","N. oculata","NI3",44,0,"3"
"I","N. oculata","NI3",45,0,"3"
"I","N. oculata","NI3",46,0,"3"
"I","N. oculata","NI3",47,0,"3"
"I","N. oculata","NI3",48,0,"3"
"II","N. oculata","NII3",1,0,"3"
"II","N. oculata","NII3",2,0,"3"
"II","N. oculata","NII3",3,0,"3"
"II","N. oculata","NII3",4,0,"3"
"II","N. oculata","NII3",5,0,"3"
"II","N. oculata","NII3",6,0,"3"
"II","N. oculata","NII3",7,0,"3"
"II","N. oculata","NII3",8,0,"3"
"II","N. oculata","NII3",9,0,"3"
"II","N. oculata","NII3",10,0,"3"
"II","N. oculata","NII3",11,0,"3"
"II","N. oculata","NII3",12,0,"3"
"II","N. oculata","NII3",13,0,"3"
"II","N. oculata","NII3",14,0,"3"
"II","N. oculata","NII3",15,0,"3"
"II","N. oculata","NII3",16,0,"3"
"II","N. oculata","NII3",17,0,"3"
"II","N. oculata","NII3",18,0,"3"
"II","N. oculata","NII3",19,0,"3"
"II","N. oculata","NII3",20,0,"3"
"II","N. oculata","NII3",21,0,"3"
"II","N. oculata","NII3",22,0,"3"
"II","N. oculata","NII3",23,0,"3"
"II","N. oculata","NII3",24,0,"3"
"II","N. oculata","NII3",25,0,"3"
"II","N. oculata","NII3",26,0,"3"
"II","N. oculata","NII3",27,0,"3"
"II","N. oculata","NII3",28,0,"3"
"II","N. oculata","NII3",29,0,"3"
"II","N. oculata","NII3",30,0,"3"
"II","N. oculata","NII3",31,0,"3"
"II","N. oculata","NII3",32,0,"3"
"II","N. oculata","NII3",33,0,"3"
"II","N. oculata","NII3",34,0,"3"
"II","N. oculata","NII3",35,0,"3"
"II","N. oculata","NII3",36,0,"3"
"II","N. oculata","NII3",37,0,"3"
"II","N. oculata","NII3",38,0,"3"
"II","N. oculata","NII3",39,0,"3"
"II","N. oculata","NII3",40,0,"3"
"III","N. oculata","NIII3",1,0,"3"
"III","N. oculata","NIII3",2,1,"3"
"III","N. oculata","NIII3",3,1,"3"
"III","N. oculata","NIII3",4,0,"3"
"III","N. oculata","NIII3",5,1,"3"
"III","N. oculata","NIII3",6,0,"3"
"III","N. oculata","NIII3",7,0,"3"
"III","N. oculata","NIII3",8,0,"3"
"III","N. oculata","NIII3",9,0,"3"
"III","N. oculata","NIII3",10,0,"3"
"III","N. oculata","NIII3",11,0,"3"
"III","N. oculata","NIII3",12,0,"3"
"III","N. oculata","NIII3",13,0,"3"
"III","N. oculata","NIII3",14,0,"3"
"III","N. oculata","NIII3",15,0,"3"
"III","N. oculata","NIII3",16,0,"3"
"III","N. oculata","NIII3",17,0,"3"
"III","N. oculata","NIII3",18,0,"3"
"III","N. oculata","NIII3",19,0,"3"
"III","N. oculata","NIII3",20,0,"3"
"III","N. oculata","NIII3",21,0,"3"
"III","N. oculata","NIII3",22,0,"3"
"III","N. oculata","NIII3",23,0,"3"
"III","N. oculata","NIII3",24,0,"3"
"III","N. oculata","NIII3",25,0,"3"
"III","N. oculata","NIII3",26,0,"3"
"III","N. oculata","NIII3",27,0,"3"
"III","N. oculata","NIII3",28,0,"3"
"III","N. oculata","NIII3",29,0,"3"
"III","N. oculata","NIII3",30,0,"3"
"III","N. oculata","NIII3",31,0,"3"
"III","N. oculata","NIII3",32,0,"3"
"III","N. oculata","NIII3",33,0,"3"
"III","N. oculata","NIII3",34,0,"3"
"III","N. oculata","NIII3",35,0,"3"
"III","N. oculata","NIII3",36,0,"3"
"III","N. oculata","NIII3",37,0,"3"
"IV","N. oculata","NIV3",1,0,"3"
"IV","N. oculata","NIV3",2,0,"3"
"IV","N. oculata","NIV3",3,0,"3"
"IV","N. oculata","NIV3",4,0,"3"
"IV","N. oculata","NIV3",5,0,"3"
"IV","N. oculata","NIV3",6,0,"3"
"IV","N. oculata","NIV3",7,0,"3"
"IV","N. oculata","NIV3",8,0,"3"
"IV","N. oculata","NIV3",9,0,"3"
"IV","N. oculata","NIV3",10,0,"3"
"IV","N. oculata","NIV3",11,0,"3"
"IV","N. oculata","NIV3",12,0,"3"
"IV","N. oculata","NIV3",13,0,"3"
"IV","N. oculata","NIV3",14,0,"3"
"IV","N. oculata","NIV3",15,0,"3"
"IV","N. oculata","NIV3",16,0,"3"
"IV","N. oculata","NIV3",17,0,"3"
"IV","N. oculata","NIV3",18,0,"3"
"IV","N. oculata","NIV3",19,0,"3"
"IV","N. oculata","NIV3",20,0,"3"
"IV","N. oculata","NIV3",21,0,"3"
"IV","N. oculata","NIV3",22,0,"3"
"IV","N. oculata","NIV3",23,0,"3"
"IV","N. oculata","NIV3",24,0,"3"
"IV","N. oculata","NIV3",25,0,"3"
"IV","N. oculata","NIV3",26,0,"3"
"IV","N. oculata","NIV3",27,0,"3"
"IV","N. oculata","NIV3",28,0,"3"
"IV","N. oculata","NIV3",29,0,"3"
"IV","N. oculata","NIV3",30,0,"3"
"IV","N. oculata","NIV3",31,0,"3"
"IV","N. oculata","NIV3",32,0,"3"
"IV","N. oculata","NIV3",33,0,"3"
"IV","N. oculata","NIV3",34,0,"3"
"IV","N. oculata","NIV3",35,0,"3"
"IV","N. oculata","NIV3",36,0,"3"
"IV","N. oculata","NIV3",37,0,"3"
"IV","N. oculata","NIV3",38,0,"3"
"IV","N. oculata","NIV3",39,0,"3"
"IV","N. oculata","NIV3",40,0,"3"
"IV","N. oculata","NIV3",41,0,"3"
"IV","N. oculata","NIV3",42,0,"3"
"IV","N. oculata","NIV3",43,0,"3"
"IV","N. oculata","NIV3",44,0,"3"
"IV","N. oculata","NIV3",45,0,"3"
"IV","N. oculata","NIV3",46,0,"3"
"IV","N. oculata","NIV3",47,0,"3"
"IV","N. oculata","NIV3",48,0,"3"
"IV","N. oculata","NIV3",49,0,"3"
"IV","N. oculata","NIV3",50,0,"3"
"V","N. oculata","NV3",1,0,"3"
"V","N. oculata","NV3",2,0,"3"
"V","N. oculata","NV3",3,0,"3"
"V","N. oculata","NV3",4,0,"3"
"V","N. oculata","NV3",5,0,"3"
"V","N. oculata","NV3",6,0,"3"
"V","N. oculata","NV3",7,0,"3"
"V","N. oculata","NV3",8,0,"3"
"V","N. oculata","NV3",9,0,"3"
"V","N. oculata","NV3",10,0,"3"
"V","N. oculata","NV3",11,0,"3"
"V","N. oculata","NV3",12,0,"3"
"V","N. oculata","NV3",13,0,"3"
"V","N. oculata","NV3",14,0,"3"
"V","N. oculata","NV3",15,0,"3"
"V","N. oculata","NV3",16,0,"3"
"V","N. oculata","NV3",17,0,"3"
"V","N. oculata","NV3",18,0,"3"
"V","N. oculata","NV3",19,0,"3"
"V","N. oculata","NV3",20,0,"3"
"V","N. oculata","NV3",21,0,"3"
"V","N. oculata","NV3",22,0,"3"
"V","N. oculata","NV3",23,0,"3"
"V","N. oculata","NV3",24,0,"3"
"V","N. oculata","NV3",25,0,"3"
"V","N. oculata","NV3",26,0,"3"
"V","N. oculata","NV3",27,0,"3"
"V","N. oculata","NV3",28,0,"3"
"V","N. oculata","NV3",29,0,"3"
"V","N. oculata","NV3",30,0,"3"
"V","N. oculata","NV3",31,0,"3"
"V","N. oculata","NV3",32,0,"3"
"V","N. oculata","NV3",33,0,"3"
"V","N. oculata","NV3",34,0,"3"
"V","N. oculata","NV3",35,0,"3"
"V","N. oculata","NV3",36,0,"3"
"V","N. oculata","NV3",37,0,"3"
"V","N. oculata","NV3",38,0,"3"
"V","N. oculata","NV3",39,0,"3"
"V","N. oculata","NV3",40,0,"3"
"V","N. oculata","NV3",41,0,"3"
"V","N. oculata","NV3",42,0,"3"
"V","N. oculata","NV3",43,0,"3"
"V","N. oculata","NV3",44,0,"3"
"V","N. oculata","NV3",45,0,"3"
"V","N. oculata","NV3",46,0,"3"
"V","N. oculata","NV3",47,0,"3"
"V","N. oculata","NV3",48,0,"3"
"V","N. oculata","NV3",49,0,"3"
"V","N. oculata","NV3",50,0,"3"
"I","C. velia","CI3",1,0,"3"
"I","C. velia","CI3",2,0,"3"
"I","C. velia","CI3",3,4,"3"
"I","C. velia","CI3",4,0,"3"
"I","C. velia","CI3",5,0,"3"
"I","C. velia","CI3",6,0,"3"
"I","C. velia","CI3",7,0,"3"
"I","C. velia","CI3",8,2,"3"
"I","C. velia","CI3",9,2,"3"
"I","C. velia","CI3",10,0,"3"
"I","C. velia","CI3",11,3,"3"
"I","C. velia","CI3",12,4,"3"
"I","C. velia","CI3",13,0,"3"
"I","C. velia","CI3",14,1,"3"
"I","C. velia","CI3",15,0,"3"
"I","C. velia","CI3",16,0,"3"
"I","C. velia","CI3",17,0,"3"
"I","C. velia","CI3",18,0,"3"
"I","C. velia","CI3",19,0,"3"
"I","C. velia","CI3",20,0,"3"
"I","C. velia","CI3",21,0,"3"
"I","C. velia","CI3",22,1,"3"
"I","C. velia","CI3",23,0,"3"
"I","C. velia","CI3",24,1,"3"
"I","C. velia","CI3",25,0,"3"
"I","C. velia","CI3",26,2,"3"
"I","C. velia","CI3",27,0,"3"
"I","C. velia","CI3",28,3,"3"
"I","C. velia","CI3",29,0,"3"
"I","C. velia","CI3",30,0,"3"
"I","C. velia","CI3",31,7,"3"
"I","C. velia","CI3",32,0,"3"
"I","C. velia","CI3",33,0,"3"
"I","C. velia","CI3",34,0,"3"
"I","C. velia","CI3",35,0,"3"
"I","C. velia","CI3",36,0,"3"
"I","C. velia","CI3",37,2,"3"
"I","C. velia","CI3",38,0,"3"
"I","C. velia","CI3",39,0,"3"
"I","C. velia","CI3",40,3,"3"
"I","C. velia","CI3",41,0,"3"
"I","C. velia","CI3",42,0,"3"
"I","C. velia","CI3",43,4,"3"
"I","C. velia","CI3",44,0,"3"
"I","C. velia","CI3",45,0,"3"
"I","C. velia","CI3",46,3,"3"
"I","C. velia","CI3",47,0,"3"
"I","C. velia","CI3",48,1,"3"
"I","C. velia","CI3",49,0,"3"
"I","C. velia","CI3",50,3,"3"
"II","C. velia","CII3",1,0,"3"
"II","C. velia","CII3",2,0,"3"
"II","C. velia","CII3",3,1,"3"
"II","C. velia","CII3",4,0,"3"
"II","C. velia","CII3",5,0,"3"
"II","C. velia","CII3",6,0,"3"
"II","C. velia","CII3",7,1,"3"
"II","C. velia","CII3",8,6,"3"
"II","C. velia","CII3",9,0,"3"
"II","C. velia","CII3",10,0,"3"
"II","C. velia","CII3",11,0,"3"
"II","C. velia","CII3",12,0,"3"
"II","C. velia","CII3",13,0,"3"
"II","C. velia","CII3",14,11,"3"
"II","C. velia","CII3",15,2,"3"
"II","C. velia","CII3",16,0,"3"
"II","C. velia","CII3",17,0,"3"
"II","C. velia","CII3",18,0,"3"
"II","C. velia","CII3",19,0,"3"
"II","C. velia","CII3",20,0,"3"
"II","C. velia","CII3",21,0,"3"
"II","C. velia","CII3",22,6,"3"
"II","C. velia","CII3",23,0,"3"
"II","C. velia","CII3",24,1,"3"
"II","C. velia","CII3",25,1,"3"
"II","C. velia","CII3",26,0,"3"
"II","C. velia","CII3",27,0,"3"
"II","C. velia","CII3",28,0,"3"
"II","C. velia","CII3",29,0,"3"
"II","C. velia","CII3",30,0,"3"
"II","C. velia","CII3",31,10,"3"
"II","C. velia","CII3",32,0,"3"
"II","C. velia","CII3",33,0,"3"
"II","C. velia","CII3",34,0,"3"
"II","C. velia","CII3",35,0,"3"
"II","C. velia","CII3",36,1,"3"
"II","C. velia","CII3",37,0,"3"
"II","C. velia","CII3",38,0,"3"
"II","C. velia","CII3",39,0,"3"
"II","C. velia","CII3",40,0,"3"
"II","C. velia","CII3",41,0,"3"
"II","C. velia","CII3",42,2,"3"
"II","C. velia","CII3",43,1,"3"
"II","C. velia","CII3",44,0,"3"
"II","C. velia","CII3",45,0,"3"
"II","C. velia","CII3",46,1,"3"
"II","C. velia","CII3",47,0,"3"
"II","C. velia","CII3",48,0,"3"
"II","C. velia","CII3",49,0,"3"
"II","C. velia","CII3",50,0,"3"
"III","C. velia","CIII3",1,0,"3"
"III","C. velia","CIII3",2,0,"3"
"III","C. velia","CIII3",3,0,"3"
"III","C. velia","CIII3",4,0,"3"
"III","C. velia","CIII3",5,0,"3"
"III","C. velia","CIII3",6,0,"3"
"III","C. velia","CIII3",7,4,"3"
"III","C. velia","CIII3",8,1,"3"
"III","C. velia","CIII3",9,1,"3"
"III","C. velia","CIII3",10,0,"3"
"III","C. velia","CIII3",11,0,"3"
"III","C. velia","CIII3",12,0,"3"
"III","C. velia","CIII3",13,0,"3"
"III","C. velia","CIII3",14,0,"3"
"III","C. velia","CIII3",15,0,"3"
"III","C. velia","CIII3",16,0,"3"
"III","C. velia","CIII3",17,0,"3"
"III","C. velia","CIII3",18,0,"3"
"III","C. velia","CIII3",19,0,"3"
"III","C. velia","CIII3",20,0,"3"
"III","C. velia","CIII3",21,0,"3"
"III","C. velia","CIII3",22,0,"3"
"III","C. velia","CIII3",23,0,"3"
"III","C. velia","CIII3",24,0,"3"
"III","C. velia","CIII3",25,0,"3"
"III","C. velia","CIII3",26,1,"3"
"III","C. velia","CIII3",27,3,"3"
"III","C. velia","CIII3",28,0,"3"
"III","C. velia","CIII3",29,0,"3"
"III","C. velia","CIII3",30,0,"3"
